top_k,ablation,user_id,query_id,query_mode,query_subtype,hard_case_tag,query,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,wrong_domain_intrusion_rate,stale_memory_intrusion_rate,completed_task_intrusion_rate,far_deadline_before_near_rate,deadline_ranking_accuracy,memory_token_cost
5,wo_tmt,v3u007,v3u007_q014,task,task_status,wrong_domain_status,"Give status for moot_court_argument_07, not apartment_repair_plan_07.",v3u007_m0016|v3u007_m0003|v3u007_m0014|v3u007_m0013|v3u007_m0040,v3u007_e003|v3u007_e001|v3u007_e003|v3u007_e003|v3u007_e008,status_update|todo|todo|todo|status_update,0.695119|0.675514|0.670182|0.668167|0.665917,v3u007_m0028|v3u007_m0016,v3u007_e006|v3u007_e003,0.5,0.46927872602275644,1,,0.5,,,0,,0.4,,,110
5,wo_decay,v3u007,v3u007_q014,task,task_status,wrong_domain_status,"Give status for moot_court_argument_07, not apartment_repair_plan_07.",v3u007_m0015|v3u007_m0040|v3u007_m0045|v3u007_m0050|v3u007_m0055,v3u007_e003|v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e011,status_update|status_update|status_update|status_update|status_update,0.675284|0.673667|0.673667|0.673667|0.673667,v3u007_m0028|v3u007_m0016,v3u007_e006|v3u007_e003,0,0,0,,0,,,0,,0,,,103
5,wo_compatibility,v3u007,v3u007_q014,task,task_status,wrong_domain_status,"Give status for moot_court_argument_07, not apartment_repair_plan_07.",v3u007_m0016|v3u007_m0005|v3u007_m0003|v3u007_m0004|v3u007_m0001,v3u007_e003|v3u007_e001|v3u007_e001|v3u007_e001|v3u007_e001,status_update|constraint|todo|dependency|todo,0.415119|0.413619|0.398474|0.398333|0.392281,v3u007_m0028|v3u007_m0016,v3u007_e006|v3u007_e003,0.5,0.46927872602275644,1,,0.5,,,0,,0,,,127
5,wo_domain,v3u007,v3u007_q014,task,task_status,wrong_domain_status,"Give status for moot_court_argument_07, not apartment_repair_plan_07.",v3u007_m0009|v3u007_m0016|v3u007_m0040|v3u007_m0015|v3u007_m0028,v3u007_e002|v3u007_e003|v3u007_e008|v3u007_e003|v3u007_e006,status_update|status_update|status_update|status_update|status_update,0.577333|0.555119|0.525917|0.524176|0.504902,v3u007_m0028|v3u007_m0016,v3u007_e006|v3u007_e003,1,0.5683945997718942,0,,1,,,0.2,,0,,,119
5,wo_penalty,v3u007,v3u007_q014,task,task_status,wrong_domain_status,"Give status for moot_court_argument_07, not apartment_repair_plan_07.",v3u007_m0016|v3u007_m0040|v3u007_m0015|v3u007_m0028|v3u007_m0045,v3u007_e003|v3u007_e008|v3u007_e003|v3u007_e006|v3u007_e009,status_update|status_update|status_update|status_update|status_update,0.695119|0.665917|0.664176|0.644902|0.639237,v3u007_m0028|v3u007_m0016,v3u007_e006|v3u007_e003,1,0.7724397457735779,1,,1,,,0,,0,,,118
10,full_qca,v3u007,v3u007_q014,task,task_status,wrong_domain_status,"Give status for moot_court_argument_07, not apartment_repair_plan_07.",v3u007_m0016|v3u007_m0040|v3u007_m0015|v3u007_m0028|v3u007_m0045|v3u007_m0003|v3u007_m0001|v3u007_m0002|v3u007_m0050|v3u007_m0055,v3u007_e003|v3u007_e008|v3u007_e003|v3u007_e006|v3u007_e009|v3u007_e001|v3u007_e001|v3u007_e001|v3u007_e010|v3u007_e011,status_update|status_update|status_update|status_update|status_update|todo|todo|todo|status_update|status_update,0.695119|0.665917|0.664176|0.644902|0.639237|0.636474|0.630281|0.608014|0.607636|0.590605,v3u007_m0028|v3u007_m0016,v3u007_e006|v3u007_e003,1,0.7724397457735779,1,,1,,,0,,0,,,223
10,wo_tmt,v3u007,v3u007_q014,task,task_status,wrong_domain_status,"Give status for moot_court_argument_07, not apartment_repair_plan_07.",v3u007_m0016|v3u007_m0003|v3u007_m0014|v3u007_m0013|v3u007_m0040|v3u007_m0015|v3u007_m0028|v3u007_m0045|v3u007_m0050|v3u007_m0002,v3u007_e003|v3u007_e001|v3u007_e003|v3u007_e003|v3u007_e008|v3u007_e003|v3u007_e006|v3u007_e009|v3u007_e010|v3u007_e001,status_update|todo|todo|todo|status_update|status_update|status_update|status_update|status_update|todo,0.695119|0.675514|0.670182|0.668167|0.665917|0.664176|0.644902|0.639237|0.607636|0.604814,v3u007_m0028|v3u007_m0016,v3u007_e006|v3u007_e003,1,0.7039180890341347,1,,1,,,0,,0.2,,,223
10,wo_decay,v3u007,v3u007_q014,task,task_status,wrong_domain_status,"Give status for moot_court_argument_07, not apartment_repair_plan_07.",v3u007_m0015|v3u007_m0040|v3u007_m0045|v3u007_m0050|v3u007_m0055|v3u007_m0060|v3u007_m0065|v3u007_m0070|v3u007_m0075|v3u007_m0016,v3u007_e003|v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e011|v3u007_e012|v3u007_e013|v3u007_e014|v3u007_e015|v3u007_e003,status_update|status_update|status_update|status_update|status_update|status_update|status_update|status_update|status_update|status_update,0.675284|0.673667|0.673667|0.673667|0.673667|0.673667|0.673667|0.673667|0.673667|0.6405,v3u007_m0028|v3u007_m0016,v3u007_e006|v3u007_e003,0.5,0.13565197343244778,0,,0.5,,,0,,0,,,208
10,wo_compatibility,v3u007,v3u007_q014,task,task_status,wrong_domain_status,"Give status for moot_court_argument_07, not apartment_repair_plan_07.",v3u007_m0016|v3u007_m0005|v3u007_m0003|v3u007_m0004|v3u007_m0001|v3u007_m0040|v3u007_m0015|v3u007_m0006|v3u007_m0002|v3u007_m0028,v3u007_e003|v3u007_e001|v3u007_e001|v3u007_e001|v3u007_e001|v3u007_e008|v3u007_e003|v3u007_e001|v3u007_e001|v3u007_e006,status_update|constraint|todo|dependency|todo|status_update|status_update|fact|todo|status_update,0.415119|0.413619|0.398474|0.398333|0.392281|0.385917|0.384176|0.373285|0.370014|0.364902,v3u007_m0028|v3u007_m0016,v3u007_e006|v3u007_e003,1,0.672756686171428,1,,1,,,0,,0,,,235
10,wo_domain,v3u007,v3u007_q014,task,task_status,wrong_domain_status,"Give status for moot_court_argument_07, not apartment_repair_plan_07.",v3u007_m0009|v3u007_m0016|v3u007_m0040|v3u007_m0015|v3u007_m0028|v3u007_m0045|v3u007_m0002|v3u007_m0050|v3u007_m0055|v3u007_m0060,v3u007_e002|v3u007_e003|v3u007_e008|v3u007_e003|v3u007_e006|v3u007_e009|v3u007_e001|v3u007_e010|v3u007_e011|v3u007_e012,status_update|status_update|status_update|status_update|status_update|status_update|todo|status_update|status_update|status_update,0.577333|0.555119|0.525917|0.524176|0.504902|0.499237|0.468014|0.467636|0.450605|0.440078,v3u007_m0028|v3u007_m0016,v3u007_e006|v3u007_e003,1,0.5683945997718942,0,,1,,,0.1,,0,,,219
10,wo_penalty,v3u007,v3u007_q014,task,task_status,wrong_domain_status,"Give status for moot_court_argument_07, not apartment_repair_plan_07.",v3u007_m0016|v3u007_m0040|v3u007_m0015|v3u007_m0028|v3u007_m0045|v3u007_m0003|v3u007_m0001|v3u007_m0002|v3u007_m0050|v3u007_m0055,v3u007_e003|v3u007_e008|v3u007_e003|v3u007_e006|v3u007_e009|v3u007_e001|v3u007_e001|v3u007_e001|v3u007_e010|v3u007_e011,status_update|status_update|status_update|status_update|status_update|todo|todo|todo|status_update|status_update,0.695119|0.665917|0.664176|0.644902|0.639237|0.636474|0.630281|0.608014|0.607636|0.590605,v3u007_m0028|v3u007_m0016,v3u007_e006|v3u007_e003,1,0.7724397457735779,1,,1,,,0,,0,,,223
5,full_qca,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0022|v3u007_m0020|v3u007_m0012|v3u007_m0011|v3u007_m0019,v3u007_e004|v3u007_e004|v3u007_e002|v3u007_e002|v3u007_e004,profile|habit|fact|fact|preference,0.626496|0.484935|0.46285|0.45|0.441646,v3u007_m0022|v3u007_m0020,v3u007_e004,1,1,1,,1,,0,,0,,,,108
5,wo_tmt,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0022|v3u007_m0020|v3u007_m0012|v3u007_m0011|v3u007_m0019,v3u007_e004|v3u007_e004|v3u007_e002|v3u007_e002|v3u007_e004,profile|habit|fact|fact|preference,0.626496|0.484935|0.46285|0.45|0.441646,v3u007_m0022|v3u007_m0020,v3u007_e004,1,1,1,,1,,0,,0,,,,108
5,wo_decay,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0022|v3u007_m0026|v3u007_m0027|v3u007_m0024|v3u007_m0023,v3u007_e004|v3u007_e005|v3u007_e005|v3u007_e005|v3u007_e005,profile|fact|fact|habit|preference,0.54165|0.5376|0.52765|0.5116|0.479189,v3u007_m0022|v3u007_m0020,v3u007_e004,0.5,0.7039180890341347,1,,0.5,,0,,0.8,,,,104
5,wo_compatibility,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0019|v3u007_m0020|v3u007_m0021|v3u007_m0022|v3u007_m0012,v3u007_e004|v3u007_e004|v3u007_e004|v3u007_e004|v3u007_e002,preference|habit|constraint|profile|fact,0.329646|0.308935|0.307246|0.306496|0.25485,v3u007_m0022|v3u007_m0020,v3u007_e004,1,0.5992429307166866,0,,1,,0,,0,,,,106
5,wo_domain,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0022|v3u007_m0012|v3u007_m0011|v3u007_m0006|v3u007_m0017,v3u007_e004|v3u007_e002|v3u007_e002|v3u007_e001|v3u007_e003,profile|fact|fact|fact|fact,0.546496|0.46285|0.45|0.419646|0.411103,v3u007_m0022|v3u007_m0020,v3u007_e004,0.5,0.7039180890341347,1,,0.5,,0,,0,,,,97
5,wo_penalty,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0022|v3u007_m0020|v3u007_m0012|v3u007_m0011|v3u007_m0019,v3u007_e004|v3u007_e004|v3u007_e002|v3u007_e002|v3u007_e004,profile|habit|fact|fact|preference,0.626496|0.484935|0.46285|0.45|0.441646,v3u007_m0022|v3u007_m0020,v3u007_e004,1,1,1,,1,,0,,0,,,,108
10,full_qca,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0022|v3u007_m0020|v3u007_m0012|v3u007_m0011|v3u007_m0019|v3u007_m0006|v3u007_m0017|v3u007_m0031|v3u007_m0037|v3u007_m0036,v3u007_e004|v3u007_e004|v3u007_e002|v3u007_e002|v3u007_e004|v3u007_e001|v3u007_e003|v3u007_e006|v3u007_e008|v3u007_e008,profile|habit|fact|fact|preference|fact|fact|fact|fact|fact,0.626496|0.484935|0.46285|0.45|0.441646|0.419646|0.411103|0.378211|0.377331|0.371176,v3u007_m0022|v3u007_m0020,v3u007_e004,1,1,1,,1,,0,,0,,,,207
10,wo_tmt,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0022|v3u007_m0020|v3u007_m0012|v3u007_m0011|v3u007_m0019|v3u007_m0006|v3u007_m0017|v3u007_m0031|v3u007_m0037|v3u007_m0036,v3u007_e004|v3u007_e004|v3u007_e002|v3u007_e002|v3u007_e004|v3u007_e001|v3u007_e003|v3u007_e006|v3u007_e008|v3u007_e008,profile|habit|fact|fact|preference|fact|fact|fact|fact|fact,0.626496|0.484935|0.46285|0.45|0.441646|0.419646|0.411103|0.378211|0.377331|0.371176,v3u007_m0022|v3u007_m0020,v3u007_e004,1,1,1,,1,,0,,0,,,,207
10,wo_decay,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0022|v3u007_m0026|v3u007_m0027|v3u007_m0024|v3u007_m0023|v3u007_m0032|v3u007_m0012|v3u007_m0011|v3u007_m0035|v3u007_m0017,v3u007_e004|v3u007_e005|v3u007_e005|v3u007_e005|v3u007_e005|v3u007_e007|v3u007_e002|v3u007_e002|v3u007_e007|v3u007_e003,profile|fact|fact|habit|preference|fact|fact|fact|fact|fact,0.54165|0.5376|0.52765|0.5116|0.479189|0.4756|0.43765|0.432|0.422|0.4164,v3u007_m0022|v3u007_m0020,v3u007_e004,0.5,0.7039180890341347,1,,0.5,,0,,0.6,,,,211
10,wo_compatibility,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0019|v3u007_m0020|v3u007_m0021|v3u007_m0022|v3u007_m0012|v3u007_m0009|v3u007_m0038|v3u007_m0010|v3u007_m0011|v3u007_m0018,v3u007_e004|v3u007_e004|v3u007_e004|v3u007_e004|v3u007_e002|v3u007_e002|v3u007_e008|v3u007_e002|v3u007_e002|v3u007_e003,preference|habit|constraint|profile|fact|status_update|preference|constraint|fact|constraint,0.329646|0.308935|0.307246|0.306496|0.25485|0.2472|0.245681|0.2448|0.242|0.236303,v3u007_m0022|v3u007_m0020,v3u007_e004,1,0.5992429307166866,0,,1,,0,,0,,,,217
10,wo_domain,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0022|v3u007_m0012|v3u007_m0011|v3u007_m0006|v3u007_m0017|v3u007_m0020|v3u007_m0031|v3u007_m0037|v3u007_m0036|v3u007_m0019,v3u007_e004|v3u007_e002|v3u007_e002|v3u007_e001|v3u007_e003|v3u007_e004|v3u007_e006|v3u007_e008|v3u007_e008|v3u007_e004,profile|fact|fact|fact|fact|habit|fact|fact|fact|preference,0.546496|0.46285|0.45|0.419646|0.411103|0.404935|0.378211|0.377331|0.371176|0.361646,v3u007_m0022|v3u007_m0020,v3u007_e004,1,0.8710785440003369,1,,1,,0,,0,,,,207
10,wo_penalty,v3u007,v3u007_q015,chat,chat_profile,profile_stable_old,What stable formatting habit should I remember for case_note_format_07?,v3u007_m0022|v3u007_m0020|v3u007_m0012|v3u007_m0011|v3u007_m0019|v3u007_m0006|v3u007_m0017|v3u007_m0031|v3u007_m0037|v3u007_m0036,v3u007_e004|v3u007_e004|v3u007_e002|v3u007_e002|v3u007_e004|v3u007_e001|v3u007_e003|v3u007_e006|v3u007_e008|v3u007_e008,profile|habit|fact|fact|preference|fact|fact|fact|fact|fact,0.626496|0.484935|0.46285|0.45|0.441646|0.419646|0.411103|0.378211|0.377331|0.371176,v3u007_m0022|v3u007_m0020,v3u007_e004,1,1,1,,1,,0,,0,,,,207
5,full_qca,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0046|v3u007_m0051|v3u007_m0056,v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e011|v3u007_e012,fact|fact|fact|fact|fact,0.657156|0.640481|0.620731|0.610086|0.603507,v3u007_m0001|v3u007_m0006,v3u007_e001,0,0,0,0,0,,,0,0.4,0,,,124
5,wo_tmt,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0046|v3u007_m0051|v3u007_m0056,v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e011|v3u007_e012,fact|fact|fact|fact|fact,0.657156|0.640481|0.620731|0.610086|0.603507,v3u007_m0001|v3u007_m0006,v3u007_e001,0,0,0,0,0,,,0,0.4,0,,,124
5,wo_decay,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0046|v3u007_m0051|v3u007_m0056,v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e011|v3u007_e012,fact|fact|fact|fact|fact,0.667|0.667|0.667|0.667|0.667,v3u007_m0001|v3u007_m0006,v3u007_e001,0,0,0,0,0,,,0,0.4,0,,,124
5,wo_compatibility,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0001|v3u007_m0046|v3u007_m0003,v3u007_e008|v3u007_e009|v3u007_e001|v3u007_e010|v3u007_e001,fact|fact|todo|fact|todo,0.441156|0.424481|0.421092|0.404731|0.400188,v3u007_m0001|v3u007_m0006,v3u007_e001,0.5,0.35195904451706733,0,1,0,,,0,0,0,,,118
5,wo_domain,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0046|v3u007_m0037|v3u007_m0051,v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e008|v3u007_e011,fact|fact|fact|fact|fact,0.477156|0.460481|0.440731|0.434242|0.430086,v3u007_m0001|v3u007_m0006,v3u007_e001,0,0,0,0,0,,,0.2,0.2,0,,,120
5,wo_penalty,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0046|v3u007_m0051|v3u007_m0056,v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e011|v3u007_e012,fact|fact|fact|fact|fact,0.657156|0.640481|0.620731|0.610086|0.603507,v3u007_m0001|v3u007_m0006,v3u007_e001,0,0,0,0,0,,,0,0.4,0,,,124
10,full_qca,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0046|v3u007_m0051|v3u007_m0056|v3u007_m0061|v3u007_m0066|v3u007_m0071|v3u007_m0006|v3u007_m0029,v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e011|v3u007_e012|v3u007_e013|v3u007_e014|v3u007_e015|v3u007_e001|v3u007_e006,fact|fact|fact|fact|fact|fact|fact|fact|fact|dependency,0.657156|0.640481|0.620731|0.610086|0.603507|0.602075|0.602|0.602|0.58967|0.574306,v3u007_m0001|v3u007_m0006,v3u007_e001,0.5,0.14126697285982898,0,0,1,,,0,0.5,0,,,237
10,wo_tmt,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0046|v3u007_m0051|v3u007_m0056|v3u007_m0061|v3u007_m0066|v3u007_m0071|v3u007_m0006|v3u007_m0029,v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e011|v3u007_e012|v3u007_e013|v3u007_e014|v3u007_e015|v3u007_e001|v3u007_e006,fact|fact|fact|fact|fact|fact|fact|fact|fact|dependency,0.657156|0.640481|0.620731|0.610086|0.603507|0.602075|0.602|0.602|0.58967|0.574306,v3u007_m0001|v3u007_m0006,v3u007_e001,0.5,0.14126697285982898,0,0,1,,,0,0.5,0,,,237
10,wo_decay,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0046|v3u007_m0051|v3u007_m0056|v3u007_m0061|v3u007_m0066|v3u007_m0071|v3u007_m0032|v3u007_m0035,v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e011|v3u007_e012|v3u007_e013|v3u007_e014|v3u007_e015|v3u007_e007|v3u007_e007,fact|fact|fact|fact|fact|fact|fact|fact|fact|fact,0.667|0.667|0.667|0.667|0.667|0.667|0.667|0.667|0.612259|0.594533,v3u007_m0001|v3u007_m0006,v3u007_e001,0,0,0,0,0,,,0,0.7,0,,,241
10,wo_compatibility,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0001|v3u007_m0046|v3u007_m0003|v3u007_m0051|v3u007_m0056|v3u007_m0016|v3u007_m0061|v3u007_m0066,v3u007_e008|v3u007_e009|v3u007_e001|v3u007_e010|v3u007_e001|v3u007_e011|v3u007_e012|v3u007_e003|v3u007_e013|v3u007_e014,fact|fact|todo|fact|todo|fact|fact|status_update|fact|fact,0.441156|0.424481|0.421092|0.404731|0.400188|0.394086|0.387507|0.387095|0.386075|0.386,v3u007_m0001|v3u007_m0006,v3u007_e001,0.5,0.35195904451706733,0,1,0,,,0,0.4,0,,,244
10,wo_domain,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0046|v3u007_m0037|v3u007_m0051|v3u007_m0011|v3u007_m0056|v3u007_m0061|v3u007_m0066|v3u007_m0071,v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e008|v3u007_e011|v3u007_e002|v3u007_e012|v3u007_e013|v3u007_e014|v3u007_e015,fact|fact|fact|fact|fact|fact|fact|fact|fact|fact,0.477156|0.460481|0.440731|0.434242|0.430086|0.425059|0.423507|0.422075|0.422|0.422,v3u007_m0001|v3u007_m0006,v3u007_e001,0,0,0,0,0,,,0.2,0.5,0,,,242
10,wo_penalty,v3u007,v3u007_q016,task,task_context,noise_resilience,Find the relevant moot_court_argument_07 evidence_table memory despite deadline checklist noise.,v3u007_m0036|v3u007_m0041|v3u007_m0046|v3u007_m0051|v3u007_m0056|v3u007_m0061|v3u007_m0066|v3u007_m0071|v3u007_m0006|v3u007_m0029,v3u007_e008|v3u007_e009|v3u007_e010|v3u007_e011|v3u007_e012|v3u007_e013|v3u007_e014|v3u007_e015|v3u007_e001|v3u007_e006,fact|fact|fact|fact|fact|fact|fact|fact|fact|dependency,0.657156|0.640481|0.620731|0.610086|0.603507|0.602075|0.602|0.602|0.58967|0.574306,v3u007_m0001|v3u007_m0006,v3u007_e001,0.5,0.14126697285982898,0,0,1,,,0,0.5,0,,,237
5,full_qca,v3u007,v3u007_q017,task,task_due,completed_intrusion_check,Do not include completed moot_court_argument_07 todos; what remains active?,v3u007_m0001|v3u007_m0003|v3u007_m0016|v3u007_m0002|v3u007_m0004,v3u007_e001|v3u007_e001|v3u007_e003|v3u007_e001|v3u007_e001,todo|todo|status_update|todo|dependency,0.678391|0.653901|0.639358|0.618141|0.608833,v3u007_m0001|v3u007_m0002,v3u007_e001,1,0.9060254355346823,1,1,,0,,0,,0,0,1,118
5,wo_tmt,v3u007,v3u007_q017,task,task_due,completed_intrusion_check,Do not include completed moot_court_argument_07 todos; what remains active?,v3u007_m0003|v3u007_m0016|v3u007_m0007|v3u007_m0008|v3u007_m0002,v3u007_e001|v3u007_e003|v3u007_e002|v3u007_e002|v3u007_e001,todo|status_update|todo|todo|todo,0.741741|0.639358|0.631156|0.6111|0.610941,v3u007_m0001|v3u007_m0002,v3u007_e001,0.5,0.18154179253735267,0,0.5,,0,,0.4,,0,1,0,115
5,wo_decay,v3u007,v3u007_q017,task,task_due,completed_intrusion_check,Do not include completed moot_court_argument_07 todos; what remains active?,v3u007_m0001|v3u007_m0003|v3u007_m0015|v3u007_m0002|v3u007_m0033,v3u007_e001|v3u007_e001|v3u007_e003|v3u007_e001|v3u007_e007,todo|todo|status_update|todo|dependency,0.678391|0.653901|0.619255|0.618141|0.6133,v3u007_m0001|v3u007_m0002,v3u007_e001,1,0.9060254355346823,1,1,,0,,0,,0,0,1,108
5,wo_compatibility,v3u007,v3u007_q017,task,task_due,completed_intrusion_check,Do not include completed moot_court_argument_07 todos; what remains active?,v3u007_m0018|v3u007_m0016|v3u007_m0017|v3u007_m0004|v3u007_m0005,v3u007_e003|v3u007_e003|v3u007_e003|v3u007_e001|v3u007_e001,constraint|status_update|fact|dependency|constraint,0.526958|0.522358|0.515406|0.509833|0.503965,v3u007_m0001|v3u007_m0002,v3u007_e001,0,0,0,0,,0,,0,,0,0,0,132
5,wo_domain,v3u007,v3u007_q017,task,task_due,completed_intrusion_check,Do not include completed moot_court_argument_07 todos; what remains active?,v3u007_m0009|v3u007_m0010|v3u007_m0016|v3u007_m0002|v3u007_m0004,v3u007_e002|v3u007_e002|v3u007_e003|v3u007_e001|v3u007_e001,status_update|constraint|status_update|todo|dependency,0.5617|0.5583|0.539358|0.518141|0.508833,v3u007_m0001|v3u007_m0002,v3u007_e001,0.5,0.20210734650054757,0,0.5,,0,,0.4,,0,0,0,117
5,wo_penalty,v3u007,v3u007_q017,task,task_due,completed_intrusion_check,Do not include completed moot_court_argument_07 todos; what remains active?,v3u007_m0001|v3u007_m0003|v3u007_m0016|v3u007_m0007|v3u007_m0002,v3u007_e001|v3u007_e001|v3u007_e003|v3u007_e002|v3u007_e001,todo|todo|status_update|todo|todo,0.678391|0.653901|0.639358|0.628186|0.618141,v3u007_m0001|v3u007_m0002,v3u007_e001,1,0.8854598815714874,1,1,,0,,0.2,,0,0,1,116
